doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
201,2055114,"The human gene for histidase (histidine ammonia-lyase; HAL), the enzyme deficient in histidinemia, was assigned to human chromosome 12 by Southern blot analysis of human X mouse somatic cell hybrid DNA.",enzyme deficient,['C0149676'],Enzyme Deficiency,[]
201,2055114,"The human gene for histidase (histidine ammonia-lyase; HAL), the enzyme deficient in histidinemia, was assigned to human chromosome 12 by Southern blot analysis of human X mouse somatic cell hybrid DNA.",histidinemia,['C0220992'],Deficiency of histidine ammonia-lyase,[]
202,2071157,The direct sequencing of the polymerase chain reaction-amplified product of reverse-transcribed HPRT mRNA enabled the rapid identification of the mutations found in 17 previously uncharacterized cell lines derived from patients with the Lesch-Nyhan syndrome..,Lesch-Nyhan syndrome,['C0023374'],Lesch-Nyhan Syndrome,[]
203,2161209,We present a large kindred that contained patients with either adrenoleukodystrophy (ALD) or adrenomyeloneuropathy AMN.,ALD,"['T0000003 - C0162309', 'C0282525']","Adrenoleukodystrophy, Adrenoleukodystrophy, Neonatal",[]
203,2161209,We present a large kindred that contained patients with either adrenoleukodystrophy (ALD) or adrenomyeloneuropathy AMN.,AMN,['C1527231'],Adrenomyeloneuropathy,[]
203,2161209,We present a large kindred that contained patients with either adrenoleukodystrophy (ALD) or adrenomyeloneuropathy AMN.,adrenoleukodystrophy,"['T0000003 - C0162309', 'C0282525']","Adrenoleukodystrophy, Adrenoleukodystrophy, Neonatal",[]
203,2161209,We present a large kindred that contained patients with either adrenoleukodystrophy (ALD) or adrenomyeloneuropathy AMN.,adrenomyeloneuropathy,['C1527231'],Adrenomyeloneuropathy,[]
204,2180286,"Physical examination, creatine phosphokinase levels, and muscle biopsy were consistent with Duchenne muscular dystrophy DMD.",DMD,['C0013264'],"Muscular Dystrophy, Duchenne",[]
204,2180286,"Physical examination, creatine phosphokinase levels, and muscle biopsy were consistent with Duchenne muscular dystrophy DMD.",Duchenne muscular dystrophy,['C0013264'],"Muscular Dystrophy, Duchenne",[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,ALD,"['T0000003 - C0162309', 'C0282525']","Adrenoleukodystrophy, Adrenoleukodystrophy, Neonatal",[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,AMN,['C1527231'],Adrenomyeloneuropathy,[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,AMN,['C1527231'],Adrenomyeloneuropathy,[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,ALD,"['T0000003 - C0162309', 'C0282525']","Adrenoleukodystrophy, Adrenoleukodystrophy, Neonatal",[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,adrenoleukodystrophy,"['T0000003 - C0162309', 'C0282525']","Adrenoleukodystrophy, Adrenoleukodystrophy, Neonatal",[]
205,218453,Four cases of adrenoleukodystrophy (ALD) and one case of adrenomyeloneuropathy (AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.,adrenomyeloneuropathy,['C1527231'],Adrenomyeloneuropathy,[]
206,2209091,We have previously assigned the Friedreich ataxia locus (FRDA) to chromosome 9; the current maximal lod score between FRDA and MCT112 (D9S15) is greater than 50 at a recombination fraction of theta = 0.,Friedreich ataxia,['C0016719'],Friedreich Ataxia,[]
207,2215607,CETP deficiency was not found in six unrelated subjects with elevated HDL cholesterol levels who were from different parts of the United States.,CETP deficiency,[],CHOLESTERYL ESTER TRANSFER PROTEIN DEFICIENCY,['C1846485']
208,2215607,"CETP deficiency appears to be a frequent cause of increased HDL levels in the population of Japan, possibly because of a founder effect.",CETP deficiency,['C0033626'],Protein Deficiency,['C1846485']
209,2215607,There was no evidence of premature atherosclerosis in the families with CETP deficiency.,atherosclerosis,['C0004153'],Atherosclerosis,[]
209,2215607,There was no evidence of premature atherosclerosis in the families with CETP deficiency.,CETP deficiency,[],CHOLESTERYL ESTER TRANSFER PROTEIN DEFICIENCY,['C1846485']
210,2215607,"In fact, the lipoprotein profile of persons with CETP deficiency is potentially antiatherogenic and may be associated with an increased life span..",CETP deficiency,[],CHOLESTERYL ESTER TRANSFER PROTEIN DEFICIENCY,['C1846485']
211,2215607,We recently described a Japanese family with increased HDL levels and CETP deficiency due to a splicing defect of the CETP gene.,CETP deficiency,[],CHOLESTERYL ESTER TRANSFER PROTEIN DEFICIENCY,['C1846485']
212,2220826,"We recently mapped the gene for ataxia-telangiectasia group A (ATA) to chromosome 11q22-23 by linkage analysis, using the genetic markers THY1 and pYNB3.12 D11S144.",ataxia-telangiectasia,['C0004135'],Ataxia Telangiectasia,[]
213,2241452,"We describe the first cases, to our knowledge, of C9 deficiency in Europe that were detected in a Swiss family, of which two members--one with a complete deficiency and the other with approximately half-normal C9 levels--experienced bacterial meningitis.",C9 deficiency,['C0398773'],Complement 9 deficiency,['C1852676']
213,2241452,"We describe the first cases, to our knowledge, of C9 deficiency in Europe that were detected in a Swiss family, of which two members--one with a complete deficiency and the other with approximately half-normal C9 levels--experienced bacterial meningitis.",bacterial meningitis,['C0085437'],"Meningitis, Bacterial",[]
214,2241452,"A family study revealed complete C9 deficiency in the patient's healthy brother and half-normal C9 concentrations in his sister, his son (who also had experienced an episode of bacterial meningitis), and his niece, consistent with an inherited C9 deficiency.",C9 deficiency,[],C9 DEFICIENCY,['C1852676']
214,2241452,"A family study revealed complete C9 deficiency in the patient's healthy brother and half-normal C9 concentrations in his sister, his son (who also had experienced an episode of bacterial meningitis), and his niece, consistent with an inherited C9 deficiency.",bacterial meningitis,[],"Meningitis, Bacterial",['C0085437']
214,2241452,"A family study revealed complete C9 deficiency in the patient's healthy brother and half-normal C9 concentrations in his sister, his son (who also had experienced an episode of bacterial meningitis), and his niece, consistent with an inherited C9 deficiency.",C9 deficiency,[],C9 DEFICIENCY,['C1852676']
215,2241452,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..",meningitis,['C0025289'],Meningitis,[]
215,2241452,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..",C9 deficiency,['C0398773'],Complement 9 deficiency,[]
215,2241452,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..","bacterial, especially neisserial, infections",['C0004623'],Bacterial Infections,[]
215,2241452,"This first case of recurrent meningitis in a white patient with complete C9 deficiency suggests that this complement defect may also be a risk factor for bacterial, especially neisserial, infections..","neisserial, infections",['C0851883'],Neisseria infection,[]
216,2253937,"When used in conjunction with an existing primer set, these two multiplex reactions detect about 98% of deletions in patients with Duchenne or Becker muscular dystrophy DMD, BMD.",DMD,['C0013264'],"Muscular Dystrophy, Duchenne",[]
216,2253937,"When used in conjunction with an existing primer set, these two multiplex reactions detect about 98% of deletions in patients with Duchenne or Becker muscular dystrophy DMD, BMD.",BMD,['C0917713'],Becker Muscular Dystrophy,[]
216,2253937,"When used in conjunction with an existing primer set, these two multiplex reactions detect about 98% of deletions in patients with Duchenne or Becker muscular dystrophy DMD, BMD.",Duchenne or Becker muscular dystrophy,['C0013264'],"Muscular Dystrophy, Duchenne",[]
216,2253937,"When used in conjunction with an existing primer set, these two multiplex reactions detect about 98% of deletions in patients with Duchenne or Becker muscular dystrophy DMD, BMD.",Becker muscular dystrophy,['C0917713'],Becker Muscular Dystrophy,[]
217,2253938,"Of these, 31 had severe G6PD deficiency, nine had mild to moderate deficiency, and three had a non-deficient electrophoretic variant.",G6PD deficiency,"['T0000015 - C0237987', 'C0017758']","Glucose-6-phosphate dehydrogenase deficiency anemia, Glucosephosphate Dehydrogenase Deficiency",[]
218,2253938,The overall rate of G6PD deficiency was 2.6%.,G6PD deficiency,"['T0000015 - C0237987', 'C0017758']","Glucose-6-phosphate dehydrogenase deficiency anemia, Glucosephosphate Dehydrogenase Deficiency",[]
219,2253938,"The frequency of G6PD deficiency, ranging from 7.2% on the Ionian Coast to zero on the eastern side of the Lucanian Apennines, appears to be inversely related to the distance of each town examined from the Ionian Coast, suggesting that this geographic distribution may reflect, at least in part, gene flow from Greek settlers.",G6PD deficiency,"['T0000015 - C0237987', 'C0017758']","Glucose-6-phosphate dehydrogenase deficiency anemia, Glucosephosphate Dehydrogenase Deficiency",[]
220,2253938,Biochemical characterization has shown that most of the G6PD deficiency in this population is accounted for by G6PD Mediterranean.,G6PD deficiency,"['T0000015 - C0237987', 'C0017758']","Glucose-6-phosphate dehydrogenase deficiency anemia, Glucosephosphate Dehydrogenase Deficiency",[]
221,2253938,These data provide further evidence for the marked genetic heterogeneity of G6PD deficiency within a relatively narrow geographic area and they prove the presence in the Italian peninsula of a gene (GdA-) regarded as characteristically African..,G6PD deficiency,"['T0000015 - C0237987', 'C0017758']","Glucose-6-phosphate dehydrogenase deficiency anemia, Glucosephosphate Dehydrogenase Deficiency",[]
222,2303408,"To ascertain the molecular mechanism that causes murine C5 deficiency, genomic and cDNA libraries were constructed from mouse liver DNA and mRNA employing the congenic strains B10.D2/nSnJ and B10.D2/oSnJ that are sufficient and deficient for C5, respectively.",C5 deficiency,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
222,2303408,"To ascertain the molecular mechanism that causes murine C5 deficiency, genomic and cDNA libraries were constructed from mouse liver DNA and mRNA employing the congenic strains B10.D2/nSnJ and B10.D2/oSnJ that are sufficient and deficient for C5, respectively.",deficient for C5,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
223,2303408,These data demonstrate that: 1 there is an identical 2-base pair deletion in an exon of the C5 gene in several different C5-deficient mouse strains; 2 the mRNA transcribed from the C5D gene retains this deletion; and 3 this mutation should result in C5 protein deficiency..,C5-deficient,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
223,2303408,These data demonstrate that: 1 there is an identical 2-base pair deletion in an exon of the C5 gene in several different C5-deficient mouse strains; 2 the mRNA transcribed from the C5D gene retains this deletion; and 3 this mutation should result in C5 protein deficiency..,C5 protein deficiency,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
223,2303408,These data demonstrate that: 1 there is an identical 2-base pair deletion in an exon of the C5 gene in several different C5-deficient mouse strains; 2 the mRNA transcribed from the C5D gene retains this deletion; and 3 this mutation should result in C5 protein deficiency..,protein deficiency,['C0033626'],Protein Deficiency,[]
224,2303408,Genomic fragments were isolated which correspond to PvuII and HindIII restriction fragment length polymorphisms associated with C5 deficiency.,C5 deficiency,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
225,2303408,Sequence analyses demonstrated that each of these polymorphisms resulted from single base pair substitutions and that neither substitution would probably cause or contribute to the C5 deficiency.,C5 deficiency,['C1332657'],COMPLEMENT COMPONENT 5 DEFICIENCY,[]
226,2309142,Phenylketonuria (PKU) is a genetic disorder secondary to a deficiency of hepatic phenylalanine hydroxylase PAH.,PKU,"['T0000019 - C1291306', 'C0031485', 'C0751434']","Deficiency of phenylalanine 4-monooxygenase, Phenylketonurias, Classical phenylketonuria",[]
